Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Primary_Genre,Decade,Movie_Age,Success_Category,Popularity_Score,Genre_Count
Tum Meri Ho,2005,131.0,Unknown,5.3,55.0,Umar Sharif,Aarti Chhabria,Rajesh Khanna,Anupam Kher,Unknown,2000,19,Average,21.334363960896294,1
Ankush: The Command,2005,131.0,Action,5.2,55.0,Harish Bhosle,Jayesh Chawla,Sonali Goswami,Mohan Joshi,Action,2000,19,Average,20.931828791822777,1
Bada Beta,2005,131.0,Action,5.2,55.0,Ashima Bhalla,Sindhu Menon,Vishnuvardhan,Unknown,Action,2000,19,Average,20.931828791822777,1
Badla: The Revenge,2005,131.0,Action,5.2,55.0,Rana Jaiswal,Ramesh Goyal,Ali Khan,Unknown,Action,2000,19,Average,20.931828791822777,1
Bawaal.. The Panga,2005,131.0,Action,5.2,55.0,Bindu Kamat,Ali Khan,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Chalak,2005,94.0,Action,5.2,55.0,Raj N. Sippy,Divya Diwedi,Diveyaa Dwivedi,Rinku Ghosh,Action,2000,19,Average,20.931828791822777,1
Chanddi: The Final Justice,2005,131.0,Action,5.2,55.0,Kushboo,Malasri,Rami Reddy,Unknown,Action,2000,19,Average,20.931828791822777,1
Darinda,2005,76.0,Horror,5.2,8.0,Kanti Shah,Anil Nagrath,Sapna Sappu,Vinod Tripathi,Horror,2000,19,Average,11.425567802148342,1
Dham Dhoom,2005,131.0,Action,5.2,55.0,Jagapathi Babu,Neha Bamb,Prakash Raj,Unknown,Action,2000,19,Average,20.931828791822777,1
Dum Daar,2005,131.0,Action,5.2,55.0,Murali,Rangayana Raghu,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Ek Ajnabee,2005,142.0,"Action, Crime, Drama",5.2,1601.0,Apoorva Lakhia,Amitabh Bachchan,Arjun Rampal,Perizaad Zorabian,Action,2000,19,Average,38.370842263667186,3
Ek Aur Kalicharan,2005,131.0,Action,5.2,55.0,Birbal,Ali Khan,Rajesh Sabharwal,Gurbachan Singh,Action,2000,19,Average,20.931828791822777,1
Ek Aur Prem Pratigya,2005,131.0,Action,5.2,55.0,Mohanlal,Meena,Cochin Hanifa,Unknown,Action,2000,19,Average,20.931828791822777,1
Ek Lootera,2005,131.0,Action,5.2,55.0,Bhanuchander,Ramya Krishnan,Thriller Manju,Unknown,Action,2000,19,Average,20.931828791822777,1
Jism Farosh,2005,127.0,"Action, Drama, Thriller",5.2,55.0,Munir Khan,Rajeev Raj,Rakhi Bajaj,Monica Tripathi,Action,2000,19,Average,20.931828791822777,3
Kasam Vardee Ki,2005,131.0,Action,5.2,55.0,Devayani,Sai Kumar,Satya Prakash,Rami Reddy,Action,2000,19,Average,20.931828791822777,1
Kaun Haqdaar,2005,129.0,Mystery,5.2,55.0,Dinesh Chaudhary,Uttar Kumar,Baby Manju Sharma,Dev Sharma,Mystery,2000,19,Average,20.931828791822777,1
Koi Aap Sa: But Lovers Have to Be Friends,2005,142.0,"Comedy, Drama, Romance",5.2,232.0,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma,Comedy,2000,19,Average,28.34539995854164,3
Local Dada,2005,131.0,Action,5.2,55.0,Jai Akash,Riyaz Khan,Nassar,Pranathi,Action,2000,19,Average,20.931828791822777,1
Mardangi,2005,131.0,Action,5.2,55.0,Aasika,Babu Mohan,Sundar,Unknown,Action,2000,19,Average,20.931828791822777,1
Mr Prime Minister,2005,131.0,Comedy,5.2,60.0,Dev Anand,Dev Anand,Prem Chopra,Milind Gunaji,Comedy,2000,19,Average,21.37654409370122,1
Mujhe Jeene Do,2005,131.0,Action,5.2,55.0,Sai Kumar,Rami Reddy,Kasi Vishwanath,Unknown,Action,2000,19,Average,20.931828791822777,1
Muqabla,2005,131.0,Action,5.2,55.0,Linda Arsenio,Gopika,Srikanth,Prithviraj Sukumaran,Action,2000,19,Average,20.931828791822777,1
Nayak the Leader,2005,131.0,Action,5.2,55.0,Riyaz Khan,Namitha,Nassar,Rajasekhar,Action,2000,19,Average,20.931828791822777,1
Nishaan: The Target,2005,131.0,Mystery,5.2,55.0,Sharad Chaudhary,Rajat Bedi,Kapil Jhaveri,Mumait Khan,Mystery,2000,19,Average,20.931828791822777,1
Petrol,2005,131.0,Action,5.2,55.0,Pradeep Maru,S. Gaur,Adi Irani,Kiran Kumar,Action,2000,19,Average,20.931828791822777,1
Police Duty,2005,131.0,Action,5.2,55.0,Devaraj,Unknown,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Ram Balram Aur Ramkali,2005,131.0,Action,5.2,55.0,Junior Dharmendra,Ramesh Goyal,Reena Kapoor,Manmauji,Action,2000,19,Average,20.931828791822777,1
Rog,2005,115.0,"Mystery, Romance, Thriller",5.2,484.0,Himanshu Brahmbhatt,Irrfan Khan,Ilene Hamann,Himanshu Malik,Mystery,2000,19,Average,32.157574232874914,3
Taaqat,2005,131.0,Action,5.2,55.0,Meghna Naidu,Prashanth,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Tadipaar Ek Sazaa,2005,131.0,Action,5.2,55.0,Saloni Aswani,Mukesh Khanna,Suman,Unknown,Action,2000,19,Average,20.931828791822777,1
Tujhko Pukare,2005,131.0,"Action, Crime, Drama",5.2,55.0,Vinod Kumar Singh,Vinay Anand,Mushtaq Khan,Kiran Kumar,Action,2000,19,Average,20.931828791822777,3
Vijaypath Ek Mission,2005,131.0,Action,5.2,55.0,Unknown,Unknown,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Waqt Ka Badshah,2005,131.0,Action,5.2,55.0,Sanghavi,Sharat Saxena,Srihari,Unknown,Action,2000,19,Average,20.931828791822777,1
Zinda Dil,2005,131.0,Action,5.2,55.0,Mohan Baggad,Abbas,Manek Bedi,Ashima Bhalla,Action,2000,19,Average,20.931828791822777,1
Zulmi Raj,2005,131.0,Action,5.2,55.0,Kiran Thej,Sangeeta Tiwari,Unknown,Unknown,Action,2000,19,Average,20.931828791822777,1
Film Star,2005,145.0,Drama,5.1,62.0,Tanuja Chandra,Mahima Chaudhry,Priyanshu Chatterjee,Vasundhara Das,Drama,2000,19,Average,21.129987104596815,1
Revati,2005,145.0,Drama,5.1,34.0,Farogh Siddique,Kashmira Shah,Shreyas Talpade,Ayub Khan,Drama,2000,19,Average,18.13227511359601,1
Shabd,2005,140.0,"Drama, Thriller",5.1,1359.0,Leena Yadav,Sanjay Dutt,Aishwarya Rai Bachchan,Zayed Khan,Drama,2000,19,Average,36.797723891523496,2
Siskiyaan,2005,125.0,"Drama, Thriller",5.1,73.0,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood,Drama,2000,19,Average,21.950731975341267,2
Yakeen,2005,116.0,"Drama, Thriller",5.1,698.0,Girish Dhamija,Arjun Rampal,Priyanka Chopra Jonas,Kim Sharma,Drama,2000,19,Average,33.40321878539243,2
2 Piece,2005,131.0,Drama,5.05,55.0,Kishan Shah,Ramesh Goyal,Satnam Kaur,Anil Nagrath,Drama,2000,19,Average,20.328026038212506,1
Aye Malik Tere Bande Hum,2005,98.0,Drama,5.05,55.0,Raghu Ranganath,R.R. Reddy,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Bad Freind,2005,131.0,"Drama, Thriller",5.05,55.0,Aditya Om,Meghna Naidu,Pooja Bharti,Shweta Menon,Drama,2000,19,Average,20.328026038212506,2
Balaji Mahima,2005,131.0,Drama,5.05,55.0,Anil Baindur,Pramila Jysai,Anant Nag,Pandharibai,Drama,2000,19,Average,20.328026038212506,1
Bhookh: The Hunger of Body,2005,131.0,Drama,5.05,55.0,Kishan Shah,Imran,Harshada,Akansha,Drama,2000,19,Average,20.328026038212506,1
Bhoot Ka Pyar,2005,131.0,Drama,5.05,55.0,Shabbir Khan,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Chiranjeevi Fans,2005,131.0,Drama,5.05,55.0,Nagendra Babu,Kota Srinivasan,Vijay Akula Verdhan,Unknown,Drama,2000,19,Average,20.328026038212506,1
Devi Mata,2005,131.0,Drama,5.05,55.0,Perala,Umashree,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Dost Ke Liye,2005,131.0,Drama,5.05,55.0,Abbas,Kushboo,Kirti Reddy,Unknown,Drama,2000,19,Average,20.328026038212506,1
Ek Din Anjaane Mein,2005,131.0,Drama,5.05,55.0,Bappaditya Roy,Rinke Khanna,Mammootty,Manoj Pahwa,Drama,2000,19,Average,20.328026038212506,1
Ek Pal Pyar Ka,2005,131.0,Drama,5.05,55.0,Sanjiv Kolte,Dipak Alegaokar,Ashwini Ekbote,Kajal Mishra,Drama,2000,19,Average,20.328026038212506,1
Ek Roti Aur,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Faisla,2005,110.0,Drama,5.05,55.0,Somnath Sen,Rati Agnihotri,Chittaranjan Giri,Indira Krishnan,Drama,2000,19,Average,20.328026038212506,1
Forgotten Showers,2005,87.0,Drama,5.05,55.0,Vinod Kumar,Sadhu Meher,Nethra Raghuraman,Rajpal Yadav,Drama,2000,19,Average,20.328026038212506,1
Garma Garam,2005,120.0,"Drama, Thriller",5.05,55.0,S.K. Prasad,Suchi Kumar,Rahul Manchanda,Trishna Pritam,Drama,2000,19,Average,20.328026038212506,2
Hamaari Madhuri,2005,131.0,Drama,5.05,55.0,Sphadikam George,Babu Nampoodhri,Kala Ranjini,Unknown,Drama,2000,19,Average,20.328026038212506,1
Jaise Karni Vaisi Bharni,2005,131.0,Drama,5.05,55.0,Arun Bakshi,Gajendra Chauhan,Vijayendra Ghatge,Milind Gunaji,Drama,2000,19,Average,20.328026038212506,1
Karavas,2005,131.0,Drama,5.05,55.0,Pankaj Berry,Dev Gill,Swati Vajpayee,Manish Wadhwa,Drama,2000,19,Average,20.328026038212506,1
Kastoori,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Kawadse,2005,131.0,Drama,5.05,55.0,Makarand Anaspure,Dilip Prabhavalkar,Amruta Subhash,Unknown,Drama,2000,19,Average,20.328026038212506,1
Kiska Hai Intezaar,2005,131.0,"Drama, Romance",5.05,55.0,Vikas Anand,Ramesh Goyal,Sanjay Kumar,Jhony Nirmal,Drama,2000,19,Average,20.328026038212506,2
Lagan: The Dedication,2005,131.0,Drama,5.05,55.0,Yatin Karyekar,Deepa Parab,Sachal Raaj,Unknown,Drama,2000,19,Average,20.328026038212506,1
Maa Durga Divya Haathi,2005,131.0,Drama,5.05,55.0,Ramya Krishnan,Anu Prabhakar,Satya Prakash,Unknown,Drama,2000,19,Average,20.328026038212506,1
Maa Where Are You...,2005,131.0,"Drama, Family",5.05,55.0,Ashok Maurya,Sana Bakshi,Sonu Bakshi,Debangi Baruah,Drama,2000,19,Average,20.328026038212506,2
Main Cabrewali,2005,131.0,Drama,5.05,55.0,Chandni Gupta,Jahid Khan,Mallika,Shah Gayaz Khan,Drama,2000,19,Average,20.328026038212506,1
Mamta Ki Chhaaon Mein,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Meharbaan,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Minus 1,2005,131.0,Drama,5.05,55.0,Renny Mascarenhas,Sheetal Agashe,Seema Biswas,Pratik Grant,Drama,2000,19,Average,20.328026038212506,1
Model: The Beauty,2005,131.0,Drama,5.05,55.0,Suman Agarwal,Anjali Arora,Shakti Kapoor,Razak Khan,Drama,2000,19,Average,20.328026038212506,1
My Dear Munna Bhai,2005,131.0,Drama,5.05,55.0,Madhavan,Pooja Umashankar,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Naayika: The Heroine,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Pravaasi,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Rishtey,2005,131.0,Drama,5.05,55.0,Raj Samra,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Saajan Mera Chor Hain,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Sankaal: The Latch,2005,131.0,Drama,5.05,55.0,Manisha Dwivedi,Aamir Bashir,Benjamin Gilani,Sharbani Mukherji,Drama,2000,19,Average,20.328026038212506,1
Sanyogita - The Bride in Red,2005,83.0,Drama,5.05,55.0,Sadashivam Rao,Shivratan Rajvi,Divya Dutta,Milind Gunaji,Drama,2000,19,Average,20.328026038212506,1
Shraddha Shakti Jai Ambe Maa,2005,131.0,Drama,5.05,55.0,Sunil Bhumkar,Ritika De,Nishi Verma,Sanjay Wankhede,Drama,2000,19,Average,20.328026038212506,1
Shri Durga Pooja,2005,134.0,Drama,5.05,55.0,Lakshmi,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
The White Land,2005,131.0,Drama,5.05,55.0,Jayant Gilatar,Gracy Singh,Aashish Chaudhary,Seema Biswas,Drama,2000,19,Average,20.328026038212506,1
Vishwas,2005,131.0,Drama,5.05,55.0,Kukku Batra,Ahsan Baksh,Kashish Duggal Paul,Anandee Tripathi,Drama,2000,19,Average,20.328026038212506,1
Waqt Karta Jo Wafa,2005,131.0,Drama,5.05,55.0,Unknown,Unknown,Unknown,Unknown,Drama,2000,19,Average,20.328026038212506,1
Yaad Rakhenge Aap,2005,131.0,Drama,5.05,55.0,Rana Jaiswal,Biswaroop Roy Choudhary,Sonali Goswami,Ayesha Jhulka,Drama,2000,19,Average,20.328026038212506,1
Ssukh,2005,131.0,"Comedy, Family, Romance",5.0,59.0,Kirti Kumar,Aarti Chhabria,Jackie Shroff,Mahesh Anand,Comedy,2000,19,Average,20.471722811110503,3
Taj Mahal: An Eternal Love Story,2005,164.0,"Drama, History, Musical",5.0,161.0,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi,Drama,2000,19,Average,25.437981676161918,3
Dil Ke Pechey Pechey',2005,110.0,"Drama, Thriller",4.9,12.0,Gopal Malhotra,Ashutosh Rana,Divya Dutta,Abbas,Drama,2000,19,Average,12.56825185156153,2
Sab Kuch Hai Kuch Bhi Nahin,2005,131.0,Drama,4.9,9.0,Abhik Bhanu,Brian Dawson,Vikram Gokhale,Puja Gupta,Drama,2000,19,Average,11.282666955670825,1
Shikhar,2005,162.0,Drama,4.9,1061.0,John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu,Drama,2000,19,Average,34.14275508882923,1
Tum... Ho Na!,2005,131.0,Romance,4.9,37.0,N.S. Raj Bharath,Sumit Nijhawan,Nethra Raghuraman,Jackie Shroff,Romance,2000,19,Average,17.82417218265929,1
99.9 FM,2005,90.0,"Crime, Drama",4.8,38.0,Sanjay Bhatia,Shawar Ali,Rajkumar Kanojia,Jai Nagra,Crime,2000,19,Average,17.585095901422303,2
Bobby: Love and Lust,2005,125.0,Romance,4.8,37.0,Rakesh Parmaar,Usha Bachani,Monalisa,Hyder Kazmi,Romance,2000,19,Average,17.46041356668665,1
Chocolate: Deep Dark Secrets,2005,160.0,"Crime, Drama, Mystery",4.8,1906.0,Vivek Agnihotri,Anil Kapoor,Sunil Shetty,Arshad Warsi,Crime,2000,19,Average,36.255775706882005,3
Main Aisa Hi Hoon,2005,162.0,"Drama, Family, Musical",4.8,1019.0,Harry Baweja,Ajay Devgn,Sushmita Sen,Esha Deol,Drama,2000,19,Average,33.25227795013592,3
Meri Aashiqui,2005,131.0,Romance,4.8,20.0,Jiten Purohit,Manish Mathur,Rahul Roy,Mreega Sakalni,Romance,2000,19,Average,14.61370770107243,1
Yehi Hai High Society,2005,132.0,Thriller,4.8,14.0,Ravi Sinha,Aaryan,Abhay Bhargava,Dinesh Hingoo,Thriller,2000,19,Average,12.998640965290608,1
Aankhon Mein Sapne Liye,2005,131.0,Romance,4.75,55.0,Nilu Gavankar,Usha Bachani,Janina Gavankar,Cleo Isaacs,Romance,2000,19,Average,19.12042053099196,1
Badtameez Dil,2005,131.0,Romance,4.75,55.0,Vishal Hegde,Vijay Raghavendra,Rakshitha,Unknown,Romance,2000,19,Average,19.12042053099196,1
Campus,2005,70.0,Romance,4.75,55.0,Clive Dev,RajasekarDop,Venki,Vettri,Romance,2000,19,Average,19.12042053099196,1
Dil Ki Chori,2005,131.0,Romance,4.75,55.0,Prabu Solomon,Suchindra Bali,Sonali Bendre,Arjun Sarja,Romance,2000,19,Average,19.12042053099196,1
Ek Main Ek Tum,2005,131.0,Romance,4.75,55.0,Rana Jung Bahadur,Kiran Bhatia,Chahat Khanna,Monalisa,Romance,2000,19,Average,19.12042053099196,1
Kushi Mil Gayi,2005,131.0,Romance,4.75,55.0,Unknown,Unknown,Unknown,Unknown,Romance,2000,19,Average,19.12042053099196,1
Mahiya: Call of Love,2005,131.0,Romance,4.75,55.0,Rajkumar R. Pandey,Laxmikant Berde,Gaurav Ghai,Shakti Kapoor,Romance,2000,19,Average,19.12042053099196,1
Premi,2005,131.0,Romance,4.75,55.0,Bhargavaram,Raks Jitender,Unknown,Unknown,Romance,2000,19,Average,19.12042053099196,1
Saagari,2005,131.0,Romance,4.75,55.0,Unknown,Unknown,Unknown,Unknown,Romance,2000,19,Average,19.12042053099196,1
Saathi: The Companion,2005,131.0,Romance,4.75,55.0,Faaiz Anwar,Rupa Dutta,Divij Kak,Aanchal Anand,Romance,2000,19,Average,19.12042053099196,1
Sanam Tere Pyar Mein,2005,131.0,Romance,4.75,55.0,Mohnish Bahl,Gogi Khanna,Akash Soni,Dillzan Wadia,Romance,2000,19,Average,19.12042053099196,1
Tadap,2005,117.0,Romance,4.75,55.0,Asif Ali,Asif Ali,Uttar Kumar,Sweta,Romance,2000,19,Average,19.12042053099196,1
Chanakya the Warrior,2005,131.0,"Action, Comedy, Crime",4.7,10.0,A. Venkatesh,Vincent Ashokan,Salim Ghouse,Cochin Hanifa,Action,2000,19,Average,11.270107782152342,3
Chand Sa Roshan Chehra,2005,120.0,Romance,4.7,54.0,Shahab Shamsi,Samir Aftab,Talat Aziz,Tamannaah Bhatia,Romance,2000,19,Average,18.834465970592614,1
Classic Dance of Love,2005,131.0,Drama,4.7,53.0,Babbar Subhash,Mithun Chakraborty,Meghna Naidu,Vikas Bhardwaj,Drama,2000,19,Average,18.74822501885209,1
Danger,2005,131.0,Action,4.7,6.0,Allari Naresh,Satya Prakash,Aahuthi Prasad,Sai Ram Shankar,Action,2000,19,Average,9.145777700559973,1
Koi Mere Dil Mein Hai,2005,128.0,"Drama, Romance",4.7,88.0,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat,Drama,2000,19,Average,21.096590937741055,2
Lucky: No Time for Love,2005,180.0,"Musical, Drama, Romance",4.7,3457.0,Radhika Rao,Vinay Sapru,Salman Khan,Sneha Ullal,Musical,2000,19,Average,38.297694631343205,3
Man On Mission Jaanbaaz,2005,125.0,Action,4.7,137.0,Mohan Babu,Raghu Babu,Unknown,Unknown,Action,2000,19,Average,23.158092320238865,1
Mawali Ek Playboy,2005,131.0,Action,4.7,15.0,Trisha Krishnan,Nithiin,Saurabh Shukla,Unknown,Action,2000,19,Average,13.031166994526972,1
Dil Jo Bhi Kahey...,2005,144.0,"Drama, Romance",4.6,332.0,Romesh Sharma,Amitabh Bachchan,Revathi,Karan Sharma,Drama,2000,19,Average,26.71745545391004,2
Ek Vardaan Nagina,2005,131.0,Fantasy,4.6,55.0,Sai Kiran,Prabhakar,Prema,M. Mallikarjuna Rao,Fantasy,2000,19,Average,18.516617777381686,1
Hum Tum Aur Mom: Mother Never Misguides,2005,134.0,Drama,4.6,42.0,Ashok Nanda,Raj Vasudeva,Krishna Abhishek,Mohnish Bahl,Drama,2000,19,Average,17.301520532190384,1
Insan,2005,141.0,"Action, Crime, Drama",4.6,1295.0,K. Subhash,Akshay Kumar,Ajay Devgn,Tusshar Kapoor,Action,2000,19,Average,32.96837423379621,3
Kaal,2005,126.0,"Adventure, Horror, Mystery",4.6,5039.0,Soham Shah,Ajay Devgn,Vivek Oberoi,John Abraham,Adventure,2000,19,Average,39.2157422609009,3
Priyasakhi,2005,157.0,"Drama, Family, Romance",4.6,153.0,K.S. Adiyaman,Sanjay Singh,Madhavan,Sada,Drama,2000,19,Average,23.169981971102693,3
Twinkle Twinkle Little Star,2005,131.0,Fantasy,4.6,8.0,Vayalar Madhavan,Shrikant Ram,Neha Pendse,Divya Dutta,Fantasy,2000,19,Average,10.10723305574661,1
Garam,2005,102.0,Drama,4.5,30.0,Kanti Shah,Sapna Sappu,Imran,Tanveer,Drama,2000,19,Average,15.452942420183158,1
Kasak,2005,107.0,Drama,4.5,63.0,Rajiv Babbar,Lucky Ali,Meera,Puneet Issar,Drama,2000,19,Average,18.71497387511852,1
Kisna: The Warrior Poet,2005,171.0,"Drama, Musical, Romance",4.5,1329.0,Subhash Ghai,Vivek Oberoi,Isha Sharvani,Antonia Bernath,Drama,2000,19,Average,32.3682039954711,3
Vaah! Life Ho Toh Aisi!,2005,153.0,"Comedy, Drama, Family",4.5,2293.0,Mahesh Manjrekar,Shahid Kapoor,Amrita Rao,Sanjay Dutt,Comedy,2000,19,Average,34.82123533960192,3
Bewafaa,2005,151.0,"Drama, Romance",4.4,2393.0,Dharmesh Darshan,Anil Kapoor,Akshay Kumar,Kareena Kapoor,Drama,2000,19,Average,34.23517189891884,2
Elaan,2005,159.0,"Action, Thriller",4.4,698.0,Vikram Bhatt,Arjun Rampal,Ameesha Patel,John Abraham,Action,2000,19,Average,28.81846326582877,2
Jalwa: Fun in Love,2005,131.0,"Comedy, Drama",4.4,10.0,Rajiv S. Ruia,Ganesh Acharya,Neha Bhatt,Daisy,Comedy,2000,19,Average,10.550739200312831,2
London,2005,149.0,"Action, Comedy, Drama",4.4,98.0,Sundar C.,Prashanth,Ankita,Mumtaz,Action,2000,19,Average,20.218527340592196,3
Mastaani,2005,131.0,Drama,4.4,19.0,K. Ravi Raj,Akshay Bedi,Sonia Bhagiyaa,Shabnam Kapoor,Drama,2000,19,Average,13.181222003637561,1
Aashiq Banaya Aapne: Love Takes Over,2005,115.0,"Drama, Romance, Thriller",4.3,1569.0,Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood,Drama,2000,19,Average,31.64297286287212,3
Naina,2005,104.0,"Drama, Horror, Mystery",4.3,773.0,Shripal Morakhia,Urmila Matondkar,Anuj Sawhney,Malavikka,Drama,2000,19,Average,28.601759056435828,3
Veer Baahubali,2005,131.0,Action,4.3,9.0,Aishwarya,Nithiin,Raima Sen,Unknown,Action,2000,19,Average,9.901115899874396,1
Devaki,2005,87.0,Drama,4.2,31.0,Bappaditya Bandopadhyay,Ram Kapoor,Suman Ranganath,Arvin Tucker,Drama,2000,19,Average,14.556090791758852,1
Double Cross: Ek Dhoka,2005,104.0,Comedy,4.2,44.0,Vicky Tejwani,Ayesha Jhulka,Negar Khan,Sahil Khan,Comedy,2000,19,Average,15.987982457035343,1
Sins,2005,138.0,"Drama, Romance, Thriller",4.2,387.0,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,Drama,2000,19,Average,25.03622242641775,3
Blackmail,2005,126.0,"Action, Drama, Thriller",4.1,618.0,Anil Devgan,Ajay Devgn,Sunil Shetty,Priyanka Chopra Jonas,Action,2000,19,Average,26.355231618006844,3
C U at 9,2005,95.0,"Drama, Horror, Mystery",4.1,66.0,Marion Rodrigues,Isaiah,Malavikka,Kanksha,Drama,2000,19,Average,17.23923973950296,3
Fareb,2005,129.0,"Drama, Thriller",4.1,174.0,Deepak Tijori,Shilpa Shetty Kundra,Manoj Bajpayee,Shamita Shetty,Drama,2000,19,Average,21.175622493086408,2
Khullam Khulla Pyaar Karen,2005,155.0,Comedy,4.1,320.0,Harmesh Malhotra,Govinda,Preity Zinta,Prem Chopra,Comedy,2000,19,Average,23.662908604833063,1
Time Pass,2005,88.0,Romance,4.1,35.0,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani,Romance,2000,19,Average,14.69242764767005,1
Silsiilay,2005,134.0,Drama,4.0,696.0,Khalid Mohamed,Tabu,Bhoomika Chawla,Riya Sen,Drama,2000,19,Flop,26.187141643042096,1
Anjaane: The Unkown,2005,110.0,Horror,3.9,71.0,Harryy W. Fernaandes,Manisha Koirala,Sanjay Kapoor,Helen,Horror,2000,19,Flop,16.678997864162614,1
Chaahat Ek Nasha...,2005,140.0,"Drama, Romance, Thriller",3.9,74.0,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala,Drama,2000,19,Flop,16.83820364279161,3
Chakachak,2005,131.0,Drama,3.9,7.0,Sai Paranjape,Asrani,Veeni Paranjape Joglekar,Javed Khan,Drama,2000,19,Flop,8.109822012551358,1
Nazar,2005,138.0,Thriller,3.9,126.0,Soni Razdan,Meera,Ashmit Patel,Koel Purie,Thriller,2000,19,Flop,18.892329637188507,1
A Sublime Love Story: Barsaat,2005,143.0,"Drama, Romance",3.8,627.0,Suneel Darshan,Bobby Deol,Bipasha Basu,Priyanka Chopra Jonas,Drama,2000,19,Flop,24.481652632579152,2
Chehraa,2005,136.0,Thriller,3.8,140.0,Saurabh Shukla,Bipasha Basu,Dino Morea,Preeti Jhangiani,Thriller,2000,19,Flop,18.80528758343704,1
James,2005,131.0,"Action, Romance",3.7,330.0,Rohit Jugraj,Mohit Ahlawat,Priyanka Kothari,Mohan Agashe,Action,2000,19,Flop,21.467837988895134,2
Meri Zindagi Ek Agneepath,2005,131.0,Action,3.7,15.0,Gunasekhar,Monica Bedi,Chiranjeevi,Urmila Matondkar,Action,2000,19,Flop,10.25857827228719,1
Sudesi,2005,139.0,"Action, Crime, Drama",3.7,35.0,Jeppi,Ashima Bhalla,Karunas,M.N. Nambiar,Action,2000,19,Flop,13.259020072287607,3
Bullet: Ek Dhamaka,2005,137.0,"Action, Drama",3.6,49.0,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan,Action,2000,19,Flop,14.083282819541326,2
Jo Bole So Nihaal,2005,125.0,"Action, Comedy, Thriller",3.6,646.0,Rahul Rawail,Sunny Deol,Thomas Tevana,Gary Castro Churchwell,Action,2000,19,Flop,23.300446660203242,3
Mera Faisla,2005,131.0,Action,3.6,8.0,Unknown,Unknown,Unknown,Unknown,Action,2000,19,Flop,7.910008478410391,1
Mr Ya Miss,2005,136.0,"Comedy, Fantasy",3.6,466.0,Antara Mali,Satchit Puranik,Antara Mali,Riteish Deshmukh,Comedy,2000,19,Flop,22.126785327608033,2
Shaadi No. 1,2005,129.0,Comedy,3.5,892.0,David Dhawan,Fardeen Khan,Zayed Khan,Sharman Joshi,Comedy,2000,19,Flop,23.781053033067746,1
Kuchh Meetha Ho Jaye,2005,125.0,"Comedy, Romance",3.4,278.0,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas,Comedy,2000,19,Flop,19.146120058192643,2
Laila,2005,119.0,"Crime, Thriller",3.4,39.0,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety,Crime,2000,19,Flop,12.542190143987384,2
Mumbai Godfather,2005,131.0,"Action, Crime, Drama",3.4,20.0,Deepak Balraj Vij,Seema Biswas,Vikram Singh,Bhumika,Action,2000,19,Flop,10.351376288259639,3
Sheesha,2005,131.0,"Drama, Romance, Thriller",3.4,264.0,Ashu Trikha,Neha Dhupia,Sonu Sood,Vivek Shauq,Drama,2000,19,Flop,18.971081408353154,3
